GO.ID	Description	pVal	p.adj	Phenotype	Gene.vals
REACTOME_HDL_REMODELING	Herbivore	0.452924516627647	0.779521912902322	1	ALB:40, APOA1:1588, ABCG1:3991, APOE:8774.5, PLTP:8774.5, LIPG:8774.5, LCAT:8774.5, APOC2:8774.5
REACTOME_PHENYLALANINE_METABOLISM	Unclear	0.0266797863407941	0.242947751376019	1	PAH:1252, ASRGL1:1279, IL4I1:1337, QDPR:2612, KYAT1:8774.5
REACTOME_FATTY_ACID_METABOLISM	Herbivore	0.000513661622793809	0.0272391737028599	1	ELOVL7:97, CYP1A1:159, HSD17B3:195, CPT1A:200, PTGS2:268, GGT5:293, SCD:377, ABCC1:378, GGT1:457, HACD2:469, PTGR1:532, DECR1:654, ACSL6:685, ACOT9:737, EHHADH:767, ACAA2:786, HADHB:811, GPX1:834, HPGD:895, HPGDS:955, ACOT12:991, PTGES:1028, MORC2:1080, MECR:1131, PCCB:1165, ACACA:1354, ELOVL6:1383, PPARD:1520, TBXAS1:1566, GPX4:1576, SLC25A1:1604, FADS2:1609, ACBD4:1648, ACOT11:1702, PLA2G4A:1716, ECI2:1760, NDUFAB1:1803, SLC25A17:1856, MMAA:2027, PCCA:2030, CYP2U1:2355, DPEP3:2413, ACADM:2598, HAO2:2616, GPX2:2624, ACAA1:2855, CROT:2886, PON1:2910, PON2:2968, THEM5:3052, ACSL1:3093, HACD3:3188, ACLY:3216, CPT1B:3239, ACOXL:3395, ACSM3:3422, TECRL:3428, PON3:3444, ACOT13:3535, PTGS1:3553, ACSL5:3600, NUDT19:3674, ELOVL2:3716, ACBD5:3804, CBR4:3810, CYP4B1:3845, FAAH:3920, ELOVL1:4036, PRKAG2:8774.5, PRKAB2:8774.5, THEM4:8774.5, PTGDS:8774.5, SCD5:8774.5, RXRA:8774.5, ALOX5:8774.5, ALOX15:8774.5, MAPKAPK2:8774.5, ABCD1:8774.5, HADHA:8774.5, CYP1A2:8774.5, ACSL4:8774.5, ACACB:8774.5, ACSL3:8774.5, FASN:8774.5, ALDH3A2:8774.5, SLC27A2:8774.5, PTGES2:8774.5, ACOT8:8774.5, SCP2:8774.5, PTGIS:8774.5, ACOX2:8774.5, CYP8B1:8774.5, AMACR:8774.5, HSD17B12:8774.5, MMUT:8774.5, CPT2:8774.5, MID1IP1:8774.5, SLC25A20:8774.5, SLC22A5:8774.5, ELOVL5:8774.5, ELOVL3:8774.5, FADS1:8774.5, ACOX1:8774.5, DPEP1:8774.5, CYP1B1:8774.5, DPEP2:8774.5, EPHX2:8774.5, ALOX5AP:8774.5, LTC4S:8774.5, ALOXE3:8774.5, ALOX12B:8774.5, PTGR2:8774.5, AWAT1:8774.5, ACADVL:8774.5, PHYH:8774.5, HACL1:8774.5, ACOX3:8774.5, CRAT:8774.5, MLYCD:8774.5, ACOT4:8774.5, DECR2:8774.5, NUDT7:8774.5, ACOT7:8774.5, TECR:8774.5, MCAT:8774.5, HSD17B8:8774.5, ACADL:8774.5, ELOVL4:8774.5, ACADS:8774.5, MCEE:8774.5, ECHS1:8774.5, ACSBG2:8774.5, PPT1:8774.5, HADH:8774.5, SLC27A3:8774.5, DBI:8774.5, HACD1:8774.5, ECI1:8774.5, PPT2:8774.5, ACSF3:8774.5, HACD4:8774.5, ACAD11:8774.5, HTD2:8774.5, PRKAA2:13501, PRXL2B:13631, LTA4H:13687, HSD17B4:13906, ACSF2:13921, ACAD10:13983, ALOX15B:14368, PECR:14375, ACOT6:14457, THRSP:14795, ACSBG1:14845
REACTOME_METABOLISM_OF_COFACTORS	Unclear	0.47720725981403	0.784325149904008	1	IDH1:511, COQ9:784, COQ7:2435, COQ2:2851, COQ5:3242, COQ6:3643, AKT1:8774.5, PRKG2:8774.5, NOS3:8774.5, HSP90AA1:8774.5, SPR:8774.5, GCH1:8774.5, GCHFR:8774.5, PTS:8774.5, DHFR:8774.5, COQ3:8774.5, PDSS1:8774.5, PDSS2:8774.5
REACTOME_TRIGLYCERIDE_METABOLISM	Herbivore	0.151352822076008	0.544307110892461	1	FABP1:59, MOGAT1:155, PPP1CB:1025, FABP2:1034, MOGAT2:1145, FABP4:1412, GPAT2:1569, GPD2:1682, LPIN2:1698, AGMO:1844, ABHD5:1999, MGLL:2275, FABP9:2842, FABP7:3366, FABP12:3487, PRKACB:3799, PRKACA:8774.5, CAV1:8774.5, PPP1CA:8774.5, PLIN1:8774.5, GPAM:8774.5, LPIN3:8774.5, PNPLA4:8774.5, PNPLA5:8774.5, PLIN3:8774.5, FABP3:8774.5, FABP5:8774.5, GK2:8774.5, GK:8774.5, MOGAT3:13842, DGAT1:13853, LIPE:13971, DGAT2:14080, LPIN1:14885
REACTOME_OAS_ANTIVIRAL_RESPONSE	Unclear	0.453438969688074	0.779521912902322	1	OAS2:362, RNASEL:777, FLNA:8774.5, OAS3:8774.5, OASL:8774.5, PDE12:8774.5
REACTOME_INTERLEUKIN_35_SIGNALLING	Unclear	0.790438943133676	0.929655195349001	1	IL27RA:1339, IL6ST:2950, IL12A:2973, IL12RB2:3156, JAK2:8774.5, TYK2:8774.5, STAT1:8774.5, JAK1:8774.5, EBI3:8774.5, CANX:8774.5, STAT4:13742
REACTOME_INTERLEUKIN_37_SIGNALING	Unclear	0.366640648744425	0.726533069125088	1	TBK1:744, PTPN20:809, CASP1:1297, PTPN13:1825, PTPN2:2639, IL18R1:2836, PTPN11:8774.5, PTPN6:8774.5, PTPN18:8774.5, PTPN12:8774.5, PTPN23:8774.5, PTPN4:8774.5, PTPN5:8774.5, IL18BP:8774.5, PTPN7:8774.5, PTPN14:8774.5, PTPN9:8774.5, SIGIRR:8774.5
REACTOME_ROBO_RECEPTORS_BIND_AKAP5	Unclear	0.690584449431147	0.884626030609682	1	PRKAR2A:812, PRKACB:3799, PRKACA:8774.5, PRKCA:8774.5, ROBO3:8774.5, ROBO2:8774.5
REACTOME_INTERLEUKIN_18_SIGNALING	Unclear	0.124379941440665	0.512260469936149	1	IL18RAP:433, IL4:1367, IL13:2790, IL18R1:2836, ALOX5:8774.5, IL18BP:8774.5, IL18:8774.5
REACTOME_RHOBTB2_GTPASE_CYCLE	Both	0.246537930807926	0.624288048455179	1	TRA2B:12, TMOD3:507, CCT6A:1561, PHIP:1846, CCT2:1955, STK38:2029, CCT7:2767, ACTN1:8774.5, MYO6:8774.5, HSP90AA1:8774.5, CDC37:8774.5, HSP90AB1:8774.5, SRRM1:8774.5, RHOBTB2:8774.5, DBN1:8774.5, TWF1:8774.5, ACTG1:14738
REACTOME_RHOBTB1_GTPASE_CYCLE	Both	0.918693734302725	0.981864139269598	1	TRA2B:12, CCT2:1955, STK38:2029, PDE5A:2664, CCT7:2767, COPS4:3809, VIM:8774.5, ROCK1:8774.5, MYO6:8774.5, ROCK2:8774.5, RBBP6:8774.5, RNF20:8774.5, SRRM1:8774.5, CPSF7:8774.5, RHOBTB1:8774.5, DBN1:8774.5, GPS1:14495, COPS2:15035
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	Unclear	0.9757162602135	0.993471105340167	1	KAT2B:1164, PLXND1:1835, EP300:2186, HEYL:2476, FABP7:3366, NOTCH3:3768, STAT1:8774.5, CREBBP:8774.5, MAMLD1:8774.5, SNW1:8774.5, KAT2A:8774.5, NOTCH1:8774.5, MAML1:8774.5, RBPJ:8774.5, MAML3:8774.5, WWC1:8774.5, DLGAP5:8774.5, HEY2:8774.5, HEY1:8774.5, IKZF1:8774.5, HES5:8774.5, MAML2:14165
REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	Unclear	0.234929430359816	0.609464407106113	1	APH1B:1402, PSEN2:1938, PSEN1:2784, ADAM10:2791, NCSTN:8774.5, JAG1:8774.5, DLL4:8774.5, NOTCH4:8774.5
REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH	Unclear	0.642850835938997	0.85919944936843	1	RIPK1:1687, CASP8:4018, FADD:8774.5, RIPK3:8774.5, TLR3:8774.5
REACTOME_INTERLEUKIN_36_PATHWAY	Both	0.145446546183326	0.534093936392133	1	IL1RL2:290, IL1RAP:637, IL1F10:3659, IL36B:3696, IL36G:8774.5, IL36A:8774.5, IL36RN:8774.5
REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3	Unclear	0.0655609371934357	0.367100527204238	1	APH1B:1402, PSEN2:1938, PSEN1:2784, NOTCH3:3768, NCSTN:8774.5
REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS	Herbivore	0.265246334377121	0.637652187842599	1	CYP1A1:159, PTGS2:268, PTGR1:532, HPGD:895, GPX4:1576, ALOX5:8774.5, ALOX15:8774.5, CYP1A2:8774.5, CYP2E1:8774.5, EPHX2:8774.5, ALOX5AP:8774.5, LTC4S:8774.5, LTA4H:13687
REACTOME_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS	Both	0.327036255571442	0.686955798715832	1	PTGS2:268, HPGD:895, GPX4:1576, ALOX5:8774.5, ALOX15:8774.5, LTA4H:13687
REACTOME_INTERLEUKIN_12_SIGNALING	Herbivore	0.256246488777193	0.62980376930529	1	GSTO1:167, PSME2:833, IFNG:927, CNN2:1243, CA1:1527, MTAP:1832, MIF:1900, IL12B:1941, CAPZA1:2849, IL12A:2973, PDCD4:3074, IL12RB2:3156, PITPNA:3238, IL12RB1:3265, HNRNPDL:3816, BOLA2B:4059, JAK2:8774.5, TYK2:8774.5, JAK1:8774.5, LMNB1:8774.5, PAK2:8774.5, SOD1:8774.5, CFL1:8774.5, ANXA2:8774.5, PPIA:8774.5, SERPINB2:8774.5, RPLP0:8774.5, MSN:8774.5, AIP:8774.5, TCP1:8774.5, VAMP7:8774.5, LCP1:8774.5, IL10:8774.5, ARF1:8774.5, TALDO1:8774.5, SOD2:8774.5, STAT4:13742, P4HB:14379, CDC42:15056
REACTOME_INTERLEUKIN_1_SIGNALING	Herbivore	0.857434517989073	0.965015253392197	1	IL1R2:29, PSME1:461, IL1RAP:637, PSME2:833, IL1R1:902, IKBKB:1179, PSMD2:1278, IL1A:1437, PSMD8:2294, TAB2:2449, IL1RN:2582, PSMD10:2864, PSMB7:2913, USP14:2987, MAP3K7:3054, PSMB1:3073, PELI2:3099, PSME4:3120, UBE2N:3136, NFKB2:3279, MYD88:3288, BTRC:3328, PSMB2:3437, PSME3:3513, SEM1:3616, TP53:3731, PSMD1:3815, CASP8:4018, PSMD5:8774.5, PSMB5:8774.5, PSMD3:8774.5, PSMD9:8774.5, PSMF1:8774.5, TRAF2:8774.5, PSMA1:8774.5, PSMB6:8774.5, PSMA8:8774.5, PSMD4:8774.5, PSMB4:8774.5, PSMD6:8774.5, UBB:8774.5, PSMD13:8774.5, PSMD12:8774.5, PSMB8:8774.5, PSMB10:8774.5, PSMB11:8774.5, APP:8774.5, NFKBIA:8774.5, NFKBIB:8774.5, NFKB1:8774.5, RELA:8774.5, CHUK:8774.5, USP18:8774.5, S100B:8774.5, MAP2K6:8774.5, ALPK1:8774.5, TOLLIP:8774.5, IRAK3:8774.5, TAB1:8774.5, N4BP1:8774.5, RIPK2:8774.5, MAP3K8:8774.5, IL1B:8774.5, IRAK2:8774.5, NLRC5:8774.5, TIFA:8774.5, TAB3:8774.5, LRRC14:8774.5, SQSTM1:8774.5, S100A12:8774.5, IKBIP:8774.5, NOD2:8774.5, TNIP2:8774.5, PELI3:8774.5, TRAF6:8774.5, IRAK1:8774.5, NKIRAS1:8774.5, IRAK4:8774.5, MAP3K3:8774.5, AGER:8774.5, UBE2V1:8774.5, PSMB9:14005, NOD1:14564, NLRX1:14688, IKBKG:14708, UBA52:15017, SKP1:15051, RPS27A:15057
REACTOME_MECP2_REGULATES_TRANSCRIPTION_OF_NEURONAL_LIGANDS	Unclear	0.634055549120528	0.856690483525959	1	SIN3A:1058, HDAC1:2771, DLL1:8774.5, BDNF:8774.5, CRH:8774.5, MECP2:8774.5
REACTOME_MECP2_REGULATES_TRANSCRIPTION_FACTORS	Unclear	0.238610310184508	0.614591984660954	1	RBFOX1:669, PPARG:3678, MECP2:8774.5
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING	Both	0.527887403876195	0.802454578096179	1	APOD:215, SCD:377, ABCG8:1264, NR1H2:1306, AGO1:1994, ABCG5:2110, EP300:2186, ANGPTL3:2560, KDM3A:2789, APOC4:3559, KDM1A:3875, ABCG1:3991, TNRC6B:4085, APOE:8774.5, NCOR1:8774.5, SREBF1:8774.5, NCOA1:8774.5, TBL1X:8774.5, PCK1:8774.5, PLIN1:8774.5, RXRA:8774.5, NCOR2:8774.5, MYLIP:8774.5, TNRC6A:8774.5, MOV10:8774.5, FASN:8774.5, NR1H3:8774.5, PLTP:8774.5, APOC2:8774.5, KDM4A:8774.5, KDM1B:8774.5, RXRB:8774.5, EEPD1:8774.5, NRIP1:13764, TNRC6C:13865, GPS2:14267
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K	Unclear	0.779351156021466	0.926592223641223	1	GAB1:2563, NTRK2:3221, PIK3CA:8774.5, PIK3R1:8774.5, BDNF:8774.5, NTF4:8774.5
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS	Unclear	0.734915588759613	0.909668213237176	1	SCD:377, NR1H2:1306, ANGPTL3:2560, SREBF1:8774.5, RXRA:8774.5, FASN:8774.5, NR1H3:8774.5, RXRB:8774.5, NRIP1:13764
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX	Both	0.430721433056092	0.764360968307219	1	APOD:215, ABCG8:1264, NR1H2:1306, AGO1:1994, ABCG5:2110, EP300:2186, KDM3A:2789, APOC4:3559, KDM1A:3875, ABCG1:3991, TNRC6B:4085, APOE:8774.5, NCOR1:8774.5, NCOA1:8774.5, TBL1X:8774.5, RXRA:8774.5, NCOR2:8774.5, TNRC6A:8774.5, MOV10:8774.5, NR1H3:8774.5, PLTP:8774.5, APOC2:8774.5, KDM4A:8774.5, KDM1B:8774.5, RXRB:8774.5, EEPD1:8774.5, TNRC6C:13865, GPS2:14267
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE	Unclear	0.977012831586202	0.993471105340167	1	NR1H2:1306, RXRA:8774.5, MYLIP:8774.5, NR1H3:8774.5, RXRB:8774.5
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_TRIGLYCERIDE_LIPOLYSIS_IN_ADIPOSE	Unclear	0.977012831586202	0.993471105340167	1	NR1H2:1306, PLIN1:8774.5, RXRA:8774.5, NR1H3:8774.5, RXRB:8774.5
REACTOME_NGF_STIMULATED_TRANSCRIPTION	Unclear	0.132407366722201	0.522205847246527	1	JUND:421, TPH1:672, JUNB:735, ATF1:770, TRIB1:1180, CDK5R2:1424, VGF:1814, LYL1:1836, EP300:2186, ID1:2285, EGR4:2894, TCF12:3466, SGK1:3854, F3:8774.5, DNM2:8774.5, EGR2:8774.5, NAB1:8774.5, NAB2:8774.5, ATF2:8774.5, EGR1:8774.5, ELK1:8774.5, FOS:8774.5, CHD4:8774.5, SRF:8774.5, FOSB:8774.5, ASCL1:8774.5, SH3GL3:8774.5, RRAD:8774.5, FOSL1:8774.5, ARC:13607, MEF2D:13844
REACTOME_NTRK2_ACTIVATES_RAC1	Unclear	0.879783588047713	0.974354919686748	1	NTRK2:3221, DOCK3:8774.5, BDNF:8774.5
REACTOME_PEROXISOMAL_PROTEIN_IMPORT	Herbivore	0.575937767661406	0.827871765906302	1	AGXT:103, DAO:383, CAT:415, GSTK1:454, IDH1:511, EHHADH:767, AGPS:1055, PIPOX:1467, DHRS4:1554, ECI2:1760, NOS2:2518, LONP2:2611, HAO2:2616, ACAA1:2855, CROT:2886, ECH1:3118, PEX26:3190, HMGCL:3297, DDO:3509, PEX13:3555, NUDT19:3674, UBB:8774.5, UBE2D2:8774.5, GNPAT:8774.5, BAAT:8774.5, SLC27A2:8774.5, ACOT8:8774.5, SCP2:8774.5, ACOX2:8774.5, AMACR:8774.5, ACOX1:8774.5, PAOX:8774.5, EPHX2:8774.5, PHYH:8774.5, HACL1:8774.5, HAO1:8774.5, ACOX3:8774.5, CRAT:8774.5, MLYCD:8774.5, ACOT4:8774.5, DECR2:8774.5, NUDT7:8774.5, IDE:8774.5, PEX12:8774.5, PEX5:8774.5, PEX10:8774.5, PEX2:8774.5, PEX7:8774.5, MPV17:8774.5, PEX6:8774.5, PEX1:8774.5, TYSND1:8774.5, PEX14:13435, HSD17B4:13906, ZFAND6:14245, PECR:14375, UBA52:15017, RPS27A:15057, UBE2D1:15100
REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS	Unclear	0.701009135386079	0.892500216082788	1	RHCE:146, RHD:171, ST3GAL6:498, B3GALT5:509, FUT10:1896, ST6GALNAC6:3377, FUT11:3393, ST3GAL4:8774.5, B4GALNT2:8774.5, B3GALT2:8774.5, FUT9:8774.5, FUT1:8774.5, B3GALT4:8774.5, FUT4:13546, FUT2:13652, FUT7:14249, ST3GAL3:14768
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	Both	0.720438358957194	0.905191889337855	1	IFNAR1:318, OAS2:362, STAT2:608, RNASEL:777, IRF9:793, IRF2:829, SAMHD1:1598, IRF4:1606, IP6K2:1948, IFIT1:2393, IRF1:2570, IRF6:3663, TYK2:8774.5, STAT1:8774.5, JAK1:8774.5, PTPN11:8774.5, SOCS3:8774.5, PSMB8:8774.5, PTPN6:8774.5, PTPN1:8774.5, ISG15:8774.5, OAS3:8774.5, IRF3:8774.5, OASL:8774.5, MX1:8774.5, MX2:8774.5, USP18:8774.5, SOCS1:8774.5, EGR1:8774.5, IRF5:8774.5, XAF1:8774.5, RSAD2:8774.5, IRF8:8774.5, IFIT5:8774.5, IFNAR2:8774.5, IRF7:8774.5, IFIT2:13621, IFI35:13796, IFIT3:14541, ISG20:14672
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	Herbivore	0.974255372958622	0.993471105340167	1	CRKL:595, SYK:851, YES1:891, LYN:1782, PIK3CB:1873, PIK3R3:3165, UBB:8774.5, PIK3R2:8774.5, PIK3CA:8774.5, VAV1:8774.5, PIK3R1:8774.5, PIK3CD:8774.5, BLNK:8774.5, HCK:8774.5, RAPGEF1:8774.5, CBL:14035, UBA52:15017, RPS27A:15057
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	Herbivore	0.0471602317275448	0.331848317694295	1	B3GNT4:186, GALNT15:411, ST3GAL2:482, GALNT12:550, C1GALT1:725, GALNTL5:813, GCNT3:918, GCNT1:994, B3GNT2:1130, GALNT8:1155, B4GALT5:1631, MUC20:1852, A4GNT:1898, ST6GALNAC2:2015, GALNT7:2349, MUC15:2497, B3GNT7:2620, GALNT2:2631, MUC4:2997, ST6GALNAC3:3010, ST6GAL1:3436, GALNT10:4095, ST3GAL4:8774.5, ST3GAL1:8774.5, B4GALT6:8774.5, B3GNT3:8774.5, GALNT3:8774.5, GALNT1:8774.5, C1GALT1C1:8774.5, ST6GALNAC4:8774.5, GALNT16:8774.5, GALNT18:8774.5, GCNT7:8774.5, GALNT5:8774.5, GALNT6:8774.5, CHST4:8774.5, GALNT13:8774.5, GALNTL6:8774.5, B3GNTL1:8774.5, B3GNT5:8774.5, GCNT4:8774.5, B3GNT8:8774.5, GALNT11:8774.5, GALNT17:8774.5, B3GNT9:8774.5, GALNT4:8774.5, GALNT14:13585, ST3GAL3:14768, GALNT9:14819, B3GNT6:14915
REACTOME_IRON_UPTAKE_AND_TRANSPORT	Herbivore	0.458534722779601	0.779859881678606	1	ACO1:295, ATP6V0A4:516, FTH1:830, CYBRD1:1348, STEAP3:1496, ATP6V1A:1874, TFRC:2001, ATP6V0D2:2188, MCOLN1:2441, ATP6V0A1:2446, FBXL5:2680, TFR2:2985, ATP6V0A2:3544, ATP6V1B1:3734, SLC46A1:3783, ATP6V0C:3843, STEAP2:3907, ATP6V1G3:4045, UBB:8774.5, ATP6V1H:8774.5, TCIRG1:8774.5, ATP6V0B:8774.5, ATP6V1F:8774.5, ATP6V1E1:8774.5, ATP6V1C2:8774.5, ATP6V1B2:8774.5, ATP6V1C1:8774.5, ATP6V0D1:8774.5, ATP6V1E2:8774.5, HMOX1:8774.5, HMOX2:8774.5, FLVCR1:8774.5, CP:8774.5, HFE:8774.5, ATP6AP1:8774.5, HEPH:8774.5, SLC22A17:8774.5, SLC40A1:8774.5, FTMT:8774.5, GLRX3:13510, IREB2:14973, UBA52:15017, SKP1:15051, RPS27A:15057
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	Unclear	0.0511573822324661	0.348063245906175	1	ATP6V0A4:516, STEAP3:1496, ATP6V1A:1874, TFRC:2001, ATP6V0D2:2188, MCOLN1:2441, ATP6V0A1:2446, TFR2:2985, ATP6V0A2:3544, ATP6V1B1:3734, ATP6V0C:3843, STEAP2:3907, ATP6V1G3:4045, ATP6V1H:8774.5, TCIRG1:8774.5, ATP6V0B:8774.5, ATP6V1F:8774.5, ATP6V1E1:8774.5, ATP6V1C2:8774.5, ATP6V1B2:8774.5, ATP6V1C1:8774.5, ATP6V0D1:8774.5, ATP6V1E2:8774.5, HFE:8774.5, ATP6AP1:8774.5
REACTOME_NF_KB_ACTIVATION_THROUGH_FADD_RIP_1_PATHWAY_MEDIATED_BY_CASPASE_8_AND_10	Unclear	0.996217093411487	0.997323386685681	1	IKBKB:1179, RIPK1:1687, CASP10:1806, CASP8:4018, FADD:8774.5, TRIM25:8774.5, CHUK:8774.5, TRIM4:8774.5, RNF135:8774.5, IFIH1:13624, IKBKG:14708
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	Unclear	0.414779681579155	0.755406935158922	1	ATP8B1:93, ATP2B4:191, SRI:524, ATP13A1:627, ATP8A2:905, ATP8A1:912, ATP2A1:1094, ATP2B1:1632, ATP10A:1784, ATP11C:1988, ATP11B:2025, CAMK2D:2155, ATP12A:2321, ATP1B1:2587, ATP1B3:3028, ATP1A2:3387, ATP1A1:4015, ATP2B3:8774.5, ATP2A3:8774.5, ATP1B2:8774.5, ATP2B2:8774.5, ATP2A2:8774.5, CAMK2A:8774.5, CAMK2G:8774.5, ATP11A:8774.5, ATP8B4:8774.5, ATP7A:8774.5, ATP2C1:8774.5, ATP9A:8774.5, ATP2C2:8774.5, ATP1A3:8774.5, ATP4A:8774.5, ATP10B:8774.5, CUTC:8774.5, ATP7B:8774.5, ATP13A4:8774.5, ATP8B3:8774.5, FXYD6:8774.5, ATP13A2:8774.5, ATP4B:8774.5, ATP13A5:8774.5, FXYD1:8774.5, ATP10D:14074, ATP1A4:14319, ATP8B2:14807, ATP9B:14895, CAMK2B:15087
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	Both	0.389056942575105	0.737682071998023	1	TUBB8:9, TUBB8B:11, DYNLL1:19, MAN2A1:46, CNIH2:116, CHST10:294, COPZ1:739, ANK1:856, NAPG:878, MGAT4A:933, GBF1:948, B4GALT1:977, SEC24D:992, MCFD2:1006, TRAPPC4:1100, MGAT4B:1151, MGAT2:1176, COPE:1227, CGA:1274, SCFD1:1304, BET1:1399, DYNC1I1:1486, DYNC1LI1:1511, MAN1A1:1560, ARFGAP2:1620, B4GALT5:1631, GOSR1:1722, LMAN1:1725, FUT8:1779, ACTR10:2043, COPG2:2328, TUBA1A:2417, LHB:2504, MGAT4C:2687, MANEA:2692, NSF:2816, CAPZA1:2849, COPG1:3070, KDELR3:3262, B4GALT2:3349, DCTN2:3374, ST6GAL1:3436, SPTBN1:3469, TFG:3472, TMED9:3632, ST8SIA3:3669, ANKRD28:3689, DCTN3:3698, STX5:3718, CAPZA3:3824, FOLR1:3919, SPTAN1:8774.5, DYNLL2:8774.5, TUBB1:8774.5, TUBA1B:8774.5, TUBB2A:8774.5, TUBB2B:8774.5, TUBAL3:8774.5, TUBA8:8774.5, TUBB4B:8774.5, F5:8774.5, GRIA1:8774.5, SEC13:8774.5, SPTB:8774.5, ST8SIA2:8774.5, ANK2:8774.5, ANK3:8774.5, SPTBN4:8774.5, SPTA1:8774.5, SPTBN2:8774.5, INS:8774.5, ARF1:8774.5, DYNC1I2:8774.5, SEC23A:8774.5, DCTN6:8774.5, CTSC:8774.5, SEC24A:8774.5, DCTN4:8774.5, DYNC1LI2:8774.5, SEC31A:8774.5, SEC24B:8774.5, SEC24C:8774.5, DYNC1H1:8774.5, DCTN1:8774.5, COL7A1:8774.5, ARF3:8774.5, ST3GAL4:8774.5, PPP6R3:8774.5, PPP6C:8774.5, USO1:8774.5, B4GALT6:8774.5, B4GALT4:8774.5, B4GALT3:8774.5, CSNK1D:8774.5, AREG:8774.5, TGFA:8774.5, CD59:8774.5, CTSZ:8774.5, COPB1:8774.5, COPZ2:8774.5, TRAPPC6A:8774.5, TRAPPC3:8774.5, SEC22C:8774.5, ARCN1:8774.5, COG4:8774.5, NAPA:8774.5, YKT6:8774.5, SEC23IP:8774.5, GOSR2:8774.5, LMAN2L:8774.5, SEC16B:8774.5, SEC22A:8774.5, NAPB:8774.5, TMEM115:8774.5, COG6:8774.5, TMED7:8774.5, COG2:8774.5, COG3:8774.5, STX17:8774.5, PREB:8774.5, MIA2:8774.5, MIA3:8774.5, COG5:8774.5, TMED3:8774.5, TRAPPC2L:8774.5, LMAN2:8774.5, TMED10:8774.5, GOLGB1:8774.5, BET1L:8774.5, COPB2:8774.5, ARFGAP3:8774.5, MAN1C1:8774.5, MAN2A2:8774.5, MAN1A2:8774.5, ST8SIA6:8774.5, CHST8:8774.5, MGAT3:8774.5, MGAT1:8774.5, MGAT5:8774.5, F8:13465, SEC16A:13678, TRAPPC10:13876, COG8:13910, CAPZB:13964, PPP6R1:14350, TRAPPC9:14385, TUBA4A:14396, ARFGAP1:14430, TUBB4A:14516, COG1:14548, TBC1D20:14597, LMAN1L:14642, COPA:14879, SPTBN5:14923
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT	Unclear	0.334090128954185	0.697181137157866	1	ABCD3:269, SLC25A17:1856, PXMP4:1929, GDAP1:2288, ABCD2:2801, PEX26:3190, PEX13:3555, ACBD5:3804, PEX3:8774.5, ABCD1:8774.5, PEX19:8774.5, ALDH3A2:8774.5, PXMP2:8774.5, PEX12:8774.5, PEX2:8774.5, PEX16:8774.5, PEX11B:8774.5, FIS1:8774.5, PEX14:13435
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING	Herbivore	0.891125926641459	0.979550819271302	1	PSME1:461, PSME2:833, FBXW7:1137, PSMD2:1278, PSMD8:2294, PSMD10:2864, PSMB7:2913, PSMB1:3073, PSMB2:3437, PSME3:3513, SEM1:3616, PSMD1:3815, PSMD5:8774.5, PSMB5:8774.5, PSMD3:8774.5, PSMD9:8774.5, PSMF1:8774.5, PSMA1:8774.5, AKT1:8774.5, PSMB6:8774.5, PSMD4:8774.5, PSMB4:8774.5, PSMD6:8774.5, UBB:8774.5, PSMD13:8774.5, PSMD12:8774.5, PSMB8:8774.5, PSMB10:8774.5, TACC3:8774.5, NOTCH4:8774.5, PSMB9:14005, UBA52:15017, SKP1:15051, RPS27A:15057
